station,HlyAirTmp (F),HlyDewPnt (F),HlyEto (in),HlyNetRad (Ly/day),HlyAsceEto (in),HlyAsceEtr (in),HlyPrecip (in),HlyRelHum (%),HlyResWind (MPH),HlySoilTmp (F),HlySolRad (Ly/day),HlyVapPres (mBars),HlyWindDir (Â°),HlyWindSpd (MPH)
2,0.9861111111111112,1.0,0.8611111111111112,1.0,0.9027777777777778,0.0,1.0,1.0,0.5555555555555556,1.0,0.9861111111111112,1.0,0.6111111111111112,0.5972222222222222
5,0.9861111111111112,1.0,0.9305555555555556,1.0,0.9305555555555556,0.0,1.0,1.0,0.5972222222222222,1.0,1.0,0.9722222222222222,0.8055555555555556,0.7083333333333334
7,0.9583333333333334,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5833333333333334,1.0,0.9444444444444444,1.0,0.8055555555555556,0.5694444444444444
39,1.0,0.9722222222222222,0.9444444444444444,1.0,0.9444444444444444,0.0,1.0,0.9027777777777778,0.6527777777777778,1.0,0.9861111111111112,0.8888888888888888,0.7083333333333334,0.7222222222222222
44,1.0,0.9166666666666666,0.8888888888888888,1.0,0.9583333333333334,0.0,1.0,0.7777777777777778,0.8333333333333334,1.0,0.9583333333333334,0.8472222222222222,0.5416666666666666,0.875
54,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7361111111111112,1.0,0.9861111111111112,1.0,0.8888888888888888,0.7638888888888888
62,1.0,0.6666666666666666,0.875,1.0,0.9583333333333334,0.0,1.0,0.6111111111111112,0.8055555555555556,1.0,0.9583333333333334,0.6388888888888888,0.9861111111111112,0.7916666666666666
75,0.9861111111111112,0.8194444444444444,0.9305555555555556,1.0,0.9166666666666666,0.0,1.0,0.6944444444444444,0.5,1.0,0.9722222222222222,0.7083333333333334,0.8194444444444444,0.5694444444444444
78,1.0,0.9305555555555556,0.9583333333333334,1.0,0.9583333333333334,0.0,1.0,0.7916666666666666,0.6805555555555556,1.0,0.9722222222222222,0.8472222222222222,0.7222222222222222,0.7361111111111112
80,1.0,1.0,0.875,1.0,0.9166666666666666,0.0,1.0,1.0,0.7777777777777778,1.0,0.9861111111111112,1.0,0.7083333333333334,0.7222222222222222
99,1.0,0.8194444444444444,0.9583333333333334,1.0,0.9722222222222222,0.0,1.0,0.7222222222222222,0.6388888888888888,1.0,0.9861111111111112,0.6944444444444444,0.8611111111111112,0.7361111111111112
105,0.9444444444444444,1.0,0.8611111111111112,1.0,0.8888888888888888,0.0,1.0,1.0,0.5416666666666666,1.0,1.0,1.0,0.75,0.5555555555555556
117,1.0,0.8888888888888888,0.9305555555555556,1.0,0.9305555555555556,0.0,1.0,0.8194444444444444,0.7083333333333334,1.0,0.9722222222222222,0.9027777777777778,0.9166666666666666,0.6666666666666666
124,0.8888888888888888,0.9305555555555556,0.7777777777777778,1.0,0.8888888888888888,0.0,1.0,0.9722222222222222,0.5416666666666666,1.0,1.0,1.0,0.7083333333333334,0.5
125,0.9444444444444444,1.0,0.7916666666666666,1.0,0.8055555555555556,0.0,1.0,1.0,0.6111111111111112,1.0,1.0,0.9583333333333334,0.8333333333333334,0.625
135,1.0,0.8888888888888888,0.0,0.0,0.0,0.0,1.0,0.7638888888888888,0.8194444444444444,1.0,1.0,0.7916666666666666,0.7361111111111112,0.8888888888888888
136,1.0,0.9722222222222222,0.8611111111111112,1.0,0.9444444444444444,0.0,1.0,0.8055555555555556,0.7222222222222222,1.0,0.9722222222222222,0.8888888888888888,0.9305555555555556,0.7222222222222222
142,1.0,1.0,0.9305555555555556,1.0,0.9444444444444444,0.0,1.0,1.0,0.5694444444444444,1.0,1.0,1.0,0.8333333333333334,0.5833333333333334
146,1.0,1.0,0.9583333333333334,1.0,0.9444444444444444,0.0,1.0,1.0,0.7222222222222222,1.0,0.9861111111111112,0.9861111111111112,0.8333333333333334,0.75
147,1.0,0.7083333333333334,0.9305555555555556,1.0,0.9583333333333334,0.0,1.0,0.6111111111111112,0.7083333333333334,1.0,0.9861111111111112,0.7083333333333334,0.8472222222222222,0.7222222222222222
150,1.0,0.7361111111111112,0.9722222222222222,1.0,0.9444444444444444,0.0,1.0,0.5833333333333334,0.6388888888888888,1.0,0.9722222222222222,0.5833333333333334,0.8194444444444444,0.6944444444444444
151,1.0,0.9305555555555556,0.9583333333333334,1.0,0.0,0.9444444444444444,1.0,0.75,0.0,1.0,0.9583333333333334,0.7916666666666666,1.0,0.8333333333333334
152,1.0,0.875,0.7916666666666666,1.0,0.9444444444444444,0.0,0.9722222222222222,0.7222222222222222,0.6805555555555556,1.0,1.0,0.8055555555555556,0.9027777777777778,0.7222222222222222
153,0.9583333333333334,0.9166666666666666,0.8888888888888888,1.0,0.9444444444444444,0.0,1.0,0.7222222222222222,0.6111111111111112,1.0,0.9722222222222222,0.7777777777777778,0.8888888888888888,0.6805555555555556
159,1.0,0.8194444444444444,0.0,0.0,0.0,0.0,1.0,0.7777777777777778,0.7777777777777778,1.0,0.9305555555555556,0.7777777777777778,0.8055555555555556,0.7916666666666666
173,1.0,0.7777777777777778,0.9722222222222222,1.0,0.9583333333333334,0.0,0.9861111111111112,0.5555555555555556,0.8194444444444444,1.0,0.9722222222222222,0.625,0.8194444444444444,0.8194444444444444
174,0.9583333333333334,0.9722222222222222,0.9583333333333334,1.0,0.9583333333333334,0.0,1.0,0.875,0.5416666666666666,1.0,0.9861111111111112,0.8333333333333334,0.75,0.6388888888888888
179,1.0,0.9722222222222222,0.9722222222222222,1.0,0.9722222222222222,0.0,1.0,0.7083333333333334,0.7638888888888888,1.0,0.9861111111111112,0.8333333333333334,0.6388888888888888,0.8888888888888888
184,1.0,0.6111111111111112,0.9583333333333334,1.0,0.9583333333333334,0.0,1.0,0.5694444444444444,0.8611111111111112,1.0,0.9722222222222222,0.5555555555555556,0.8888888888888888,0.8888888888888888
192,1.0,0.9861111111111112,0.9861111111111112,1.0,0.9861111111111112,0.0,1.0,0.75,0.8333333333333334,1.0,0.9861111111111112,0.9722222222222222,0.9027777777777778,0.8333333333333334
197,0.9861111111111112,1.0,0.9305555555555556,1.0,0.9583333333333334,0.0,1.0,0.9583333333333334,0.6111111111111112,1.0,0.9583333333333334,0.9861111111111112,0.9027777777777778,0.5694444444444444
198,1.0,1.0,0.6666666666666666,1.0,0.6944444444444444,0.0,1.0,0.9444444444444444,0.5,1.0,1.0,0.9861111111111112,0.8333333333333334,0.4583333333333333
199,1.0,0.9444444444444444,0.9722222222222222,1.0,0.9722222222222222,0.0,1.0,0.875,0.7777777777777778,0.5972222222222222,0.9722222222222222,0.9027777777777778,0.9722222222222222,0.8472222222222222
200,1.0,0.9583333333333334,0.9027777777777778,1.0,0.9444444444444444,0.0,1.0,0.7916666666666666,0.7222222222222222,1.0,0.9722222222222222,0.9305555555555556,1.0,0.7638888888888888
204,1.0,0.9722222222222222,0.8194444444444444,1.0,0.875,0.0,1.0,0.8888888888888888,0.6111111111111112,1.0,0.9444444444444444,0.9722222222222222,0.8611111111111112,0.6388888888888888
205,1.0,1.0,0.9305555555555556,1.0,0.9305555555555556,0.0,1.0,1.0,0.6388888888888888,1.0,0.9722222222222222,1.0,0.8055555555555556,0.7222222222222222
207,1.0,0.9722222222222222,0.9583333333333334,1.0,0.9444444444444444,0.0,1.0,0.8611111111111112,0.6944444444444444,1.0,0.9722222222222222,0.9305555555555556,0.8472222222222222,0.8055555555555556
208,0.9722222222222222,0.9583333333333334,0.9305555555555556,1.0,0.9305555555555556,0.0,1.0,0.7916666666666666,0.5972222222222222,1.0,1.0,0.7916666666666666,0.9722222222222222,0.6805555555555556
215,1.0,0.8611111111111112,0.8055555555555556,1.0,0.8611111111111112,0.0,1.0,0.75,0.9166666666666666,1.0,0.9583333333333334,0.8611111111111112,1.0,0.8194444444444444
216,1.0,0.7916666666666666,0.9305555555555556,1.0,0.9583333333333334,0.0,1.0,0.7361111111111112,0.7361111111111112,1.0,0.9861111111111112,0.8194444444444444,0.7777777777777778,0.7777777777777778
217,0.9583333333333334,0.9444444444444444,0.8194444444444444,1.0,0.9166666666666666,0.0,0.9583333333333334,0.875,0.6944444444444444,1.0,0.9861111111111112,0.9722222222222222,0.8611111111111112,0.6805555555555556
218,1.0,0.9861111111111112,0.9027777777777778,1.0,0.9444444444444444,0.0,1.0,0.8472222222222222,0.5694444444444444,1.0,1.0,0.9583333333333334,0.8611111111111112,0.7083333333333334
219,1.0,0.8194444444444444,0.9166666666666666,1.0,0.9444444444444444,0.0,1.0,0.75,0.7638888888888888,1.0,0.9722222222222222,0.8194444444444444,0.8333333333333334,0.7222222222222222
220,1.0,1.0,0.9444444444444444,1.0,0.9583333333333334,0.0,1.0,1.0,0.625,1.0,0.9583333333333334,0.8888888888888888,0.9166666666666666,0.6527777777777778
221,1.0,0.8611111111111112,0.7777777777777778,1.0,0.875,0.0,1.0,0.8472222222222222,0.5833333333333334,1.0,0.9722222222222222,0.875,0.875,0.6388888888888888
223,0.9444444444444444,0.8472222222222222,0.9583333333333334,1.0,0.9583333333333334,0.0,1.0,0.6388888888888888,0.5972222222222222,1.0,0.9722222222222222,0.75,0.7083333333333334,0.6527777777777778
233,1.0,0.8472222222222222,0.0,0.0,0.0,0.0,1.0,0.75,0.8333333333333334,1.0,0.9722222222222222,0.875,0.8194444444444444,0.8611111111111112
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,1.0,0.7083333333333334,0.9722222222222222,1.0,0.9722222222222222,0.0,1.0,0.5694444444444444,0.7777777777777778,1.0,0.9861111111111112,0.7361111111111112,0.7777777777777778,0.8472222222222222
239,1.0,0.875,0.9583333333333334,1.0,0.9305555555555556,0.0,1.0,0.7083333333333334,0.5972222222222222,1.0,0.9583333333333334,0.8333333333333334,0.9861111111111112,0.6388888888888888
240,0.9861111111111112,0.8888888888888888,0.9305555555555556,1.0,0.9166666666666666,0.0,1.0,0.7638888888888888,0.8055555555555556,1.0,0.9861111111111112,0.8472222222222222,0.7916666666666666,0.8472222222222222
241,1.0,0.75,0.8333333333333334,1.0,0.9583333333333334,0.0,1.0,0.5972222222222222,0.7361111111111112,1.0,1.0,0.6805555555555556,0.8333333333333334,0.7916666666666666
245,1.0,0.8055555555555556,0.9444444444444444,1.0,0.9444444444444444,0.0,1.0,0.625,0.7638888888888888,1.0,1.0,0.7638888888888888,0.7916666666666666,0.75
251,1.0,1.0,0.9166666666666666,1.0,0.9305555555555556,0.0,1.0,0.875,0.7361111111111112,1.0,0.9722222222222222,0.9861111111111112,0.7222222222222222,0.6805555555555556
256,0.9444444444444444,0.9722222222222222,0.8472222222222222,1.0,0.0,0.9166666666666666,1.0,0.9444444444444444,0.5694444444444444,1.0,0.9861111111111112,0.9583333333333334,0.9027777777777778,0.6805555555555556
257,0.9166666666666666,1.0,0.8055555555555556,1.0,0.9444444444444444,0.0,1.0,1.0,0.3333333333333333,0.0,0.9583333333333334,1.0,0.625,0.4166666666666667
