Date,Julian,Hour,Station,Standard,ZipCodes,Scope,HlyAirTmp (F),HlyDewPnt (F),HlyEto (in),HlyNetRad (Ly/day),HlyAsceEto (in),HlyAsceEtr (in),HlyPrecip (in),HlyRelHum (%),HlyResWind (MPH),HlySoilTmp (F),HlySolRad (Ly/day),HlyVapPres (mBars),HlyWindDir (Â°),HlyWindSpd (MPH)
2021-01-12,12,0100,6,english,"95618, 95617, 95616",hourly,43.6,42,0,-35,0,,0,94,0.3,47.1,0,9.1,244,1.9
2021-01-12,12,0200,6,english,"95618, 95617, 95616",hourly,42.7,41.6,0,-35,0,,0,96,2.1,46.9,0,8.9,296,2.5
2021-01-12,12,0300,6,english,"95618, 95617, 95616",hourly,42.6,41.7,0,-35,0,,0,97,1.5,46.7,0,9,284,2.1
2021-01-12,12,0400,6,english,"95618, 95617, 95616",hourly,42.2,41.8,0,-35,0,,0,98,1.2,46.5,0,9,194,1.8
2021-01-12,12,0500,6,english,"95618, 95617, 95616",hourly,41.1,41,0,-35,0,,0,99,2,46.3,0,8.7,260,2.1
2021-01-12,12,0600,6,english,"95618, 95617, 95616",hourly,41.7,41.5,0,-35,0,,0,99,1.5,46.2,0,8.9,272,1.6
2021-01-12,12,0700,6,english,"95618, 95617, 95616",hourly,43.5,42.9,0,-35,0,,0,98,1.7,46.1,0,9.4,122,2.4
2021-01-12,12,0800,6,english,"95618, 95617, 95616",hourly,45.2,44,0,-30,0,,0,96,1.5,46.2,8,9.8,145,2.3
2021-01-12,12,0900,6,english,"95618, 95617, 95616",hourly,44.8,44.4,0,4,0,,0,99,2.5,46.3,52,10,259,2.8
2021-01-12,12,1000,6,english,"95618, 95617, 95616",hourly,46.7,45.6,0,70,0,,0,96,0.7,46.5,233,10.4,200,1.5
2021-01-12,12,1100,6,english,"95618, 95617, 95616",hourly,49.6,46.7,0,42,0,,0,90,2.1,46.9,214,10.9,127,2.8
2021-01-12,12,1200,6,english,"95618, 95617, 95616",hourly,50.9,46.9,0,106,0,,0,86,4.4,47.5,320,10.9,156,4.7
2021-01-12,12,1300,6,english,"95618, 95617, 95616",hourly,53.1,48,0,240,0.01,,0,83,4.2,48.1,518,11.4,170,4.4
2021-01-12,12,1400,6,english,"95618, 95617, 95616",hourly,54.9,48.2,0,53,0,,0,78,3.5,48.9,238,11.5,138,3.8
2021-01-12,12,1500,6,english,"95618, 95617, 95616",hourly,56.4,48.4,0,87,0,,0,74,4,49.4,270,11.6,127,4.3
2021-01-12,12,1600,6,english,"95618, 95617, 95616",hourly,56.5,47.8,0,9,0,,0,73,4.8,49.7,128,11.3,121,5.1
2021-01-12,12,1700,6,english,"95618, 95617, 95616",hourly,55.8,48,0,-15,0,,0,75,3.8,49.9,28,11.4,122,4
2021-01-12,12,1800,6,english,"95618, 95617, 95616",hourly,54.6,48.5,0,-35,0,,0,80,2,49.8,1,11.6,173,2.6
2021-01-12,12,1900,6,english,"95618, 95617, 95616",hourly,53.3,48.9,0,-35,0,,0,85,0.5,49.7,0,11.8,197,1.6
2021-01-12,12,2000,6,english,"95618, 95617, 95616",hourly,51.6,48.2,0,-35,0,,0,88,2.1,49.6,0,11.5,228,2.2
2021-01-12,12,2100,6,english,"95618, 95617, 95616",hourly,50.7,48.1,0,-35,0,,0,91,0.3,49.3,0,11.4,131,1.7
2021-01-12,12,2200,6,english,"95618, 95617, 95616",hourly,50.1,47.7,0,-35,0,,0,92,1.6,49.1,0,11.3,212,2.2
2021-01-12,12,2300,6,english,"95618, 95617, 95616",hourly,48.4,47.2,0,-35,0,,0,95,0.9,48.9,0,11.1,261,2
2021-01-12,12,2400,6,english,"95618, 95617, 95616",hourly,47.6,46.9,0,-35,0,,0,97,1.1,48.5,0,10.9,70,2
2021-01-13,13,0100,6,english,"95618, 95617, 95616",hourly,47.8,46.8,0,-42,0,,0,96,3.3,48.2,0,10.9,151,3.5
2021-01-13,13,0200,6,english,"95618, 95617, 95616",hourly,48.2,46.8,0,-42,0,,0,95,1.5,48.1,0,10.9,230,2.7
2021-01-13,13,0300,6,english,"95618, 95617, 95616",hourly,47.8,46.9,0,-42,0,,0,97,3.9,48,0,10.9,117,4
2021-01-13,13,0400,6,english,"95618, 95617, 95616",hourly,47.5,46.6,0,-42,0,,0,97,2.5,47.9,0,10.8,145,3.5
2021-01-13,13,0500,6,english,"95618, 95617, 95616",hourly,47.8,46.8,0,-42,0,,0,96,2.9,47.8,0,10.9,150,3
2021-01-13,13,0600,6,english,"95618, 95617, 95616",hourly,48,46.9,0,-42,0,,0,96,4,47.7,0,10.9,151,4.1
2021-01-13,13,0700,6,english,"95618, 95617, 95616",hourly,47.7,46.9,0,-42,0,,0,97,6.3,47.8,0,11,163,6.6
2021-01-13,13,0800,6,english,"95618, 95617, 95616",hourly,47,46.9,0,-19,0,,0,100,3.3,47.8,37,10.9,153,3.6
2021-01-13,13,0900,6,english,"95618, 95617, 95616",hourly,49.9,48.8,0,28,0,,0,96,4.8,47.9,146,11.8,133,5
2021-01-13,13,1000,6,english,"95618, 95617, 95616",hourly,53,50.7,0,100,0,,0,92,5.2,48.2,279,12.6,135,5.4
2021-01-13,13,1100,6,english,"95618, 95617, 95616",hourly,57,52.7,0,253,0.01,,0,86,5.7,48.8,545,13.6,156,5.9
2021-01-13,13,1200,6,english,"95618, 95617, 95616",hourly,60,54.2,0.01,275,0.01,,0,81,1.8,49.7,576,14.4,112,3
2021-01-13,13,1300,6,english,"95618, 95617, 95616",hourly,60.7,53.7,0.01,394,0.01,,0,78,5.8,50.9,759,14.1,355,6.1
2021-01-13,13,1400,6,english,"95618, 95617, 95616",hourly,61.6,53.3,0.01,437,0.01,,0,74,5.8,51.9,841,13.9,349,6.1
2021-01-13,13,1500,6,english,"95618, 95617, 95616",hourly,62.5,52.8,0.01,330,0.01,,0,71,7.3,52.8,690,13.6,348,7.5
2021-01-13,13,1600,6,english,"95618, 95617, 95616",hourly,63.2,52.9,0,157,0.01,,0,69,8.5,53.3,414,13.7,347,8.7
2021-01-13,13,1700,6,english,"95618, 95617, 95616",hourly,61,51.9,0,6,0,,0,72,8.6,53.4,127,13.2,350,8.7
2021-01-13,13,1800,6,english,"95618, 95617, 95616",hourly,58,51.2,0,-72,0,,0,78,7.3,53.1,4,12.8,352,7.4
2021-01-13,13,1900,6,english,"95618, 95617, 95616",hourly,56.3,50.8,0,-74,0,,0,82,8.2,52.6,0,12.6,353,8.3
2021-01-13,13,2000,6,english,"95618, 95617, 95616",hourly,55.4,50.4,0,-74,0,,0,83,10.2,52.2,0,12.5,348,10.4
2021-01-13,13,2100,6,english,"95618, 95617, 95616",hourly,55,50,0,-74,0,,0,83,9.3,51.9,0,12.3,348,9.4
2021-01-13,13,2200,6,english,"95618, 95617, 95616",hourly,54.3,49.8,0,-74,0,,0,85,9.2,51.6,0,12.2,340,9.3
2021-01-13,13,2300,6,english,"95618, 95617, 95616",hourly,53.7,49.9,0,-74,0,,0,87,7.9,51.4,0,12.3,338,8
2021-01-13,13,2400,6,english,"95618, 95617, 95616",hourly,53.2,49.9,0,-74,0,,0,88,6.8,51.1,0,12.2,342,6.9
2021-01-14,14,0100,6,english,"95618, 95617, 95616",hourly,54.9,50.7,0,-83,0,,0,86,10.3,51,0,12.6,349,10.4
2021-01-14,14,0200,6,english,"95618, 95617, 95616",hourly,52.9,50,0,-83,0,,0,90,7.1,50.9,0,12.3,337,7.1
2021-01-14,14,0300,6,english,"95618, 95617, 95616",hourly,53,49.6,0,-83,0,,0,88,6.9,50.7,0,12.1,337,7
2021-01-14,14,0400,6,english,"95618, 95617, 95616",hourly,52.3,48.9,0,-84,0,,0,88,5.5,50.6,0,11.8,343,5.6
2021-01-14,14,0500,6,english,"95618, 95617, 95616",hourly,51.5,48.2,0,-84,0,,0,89,3.3,50.4,0,11.5,354,3.4
2021-01-14,14,0600,6,english,"95618, 95617, 95616",hourly,49.6,48,0,-83,0,,0,94,1.4,50,0,11.4,64,2
2021-01-14,14,0700,6,english,"95618, 95617, 95616",hourly,49.4,47.2,0,-84,0,,0,92,4.4,49.5,0,11.1,16,4.4
2021-01-14,14,0800,6,english,"95618, 95617, 95616",hourly,49.1,47,0,-51,0,,0,93,5.1,49.2,54,11,15,5.2
2021-01-14,14,0900,6,english,"95618, 95617, 95616",hourly,50.8,48,0,91,0,,0,90,4.2,49.1,318,11.4,33,4.3
2021-01-14,14,1000,6,english,"95618, 95617, 95616",hourly,53.2,49,0.01,279,0,,0,86,5.2,49.3,629,11.8,19,5.3
2021-01-14,14,1100,6,english,"95618, 95617, 95616",hourly,55.8,49.6,0.01,432,0.01,,0,80,5.7,50.1,857,12.1,36,6.1
2021-01-14,14,1200,6,english,"95618, 95617, 95616",hourly,58.6,49.8,0.01,521,0.01,,0,72,5.6,51.2,985,12.2,17,6
2021-01-14,14,1300,6,english,"95618, 95617, 95616",hourly,62.7,46.9,0.01,511,0.01,,0,56,8.6,52.4,960,11,5,8.9
2021-01-14,14,1400,6,english,"95618, 95617, 95616",hourly,62.9,48.3,0.01,469,0.01,,0,59,6,53.2,905,11.5,44,6.5
2021-01-14,14,1500,6,english,"95618, 95617, 95616",hourly,63.2,49.7,0.01,338,0.01,,0,61,2.2,54.1,708,12.1,69,4.1
2021-01-14,14,1600,6,english,"95618, 95617, 95616",hourly,61.6,49.6,0,167,0.01,,0,65,5,54.6,436,12.1,121,5.2
2021-01-14,14,1700,6,english,"95618, 95617, 95616",hourly,60.9,48.9,0,13,0,,0,65,3,54.6,149,11.8,143,3.3
2021-01-14,14,1800,6,english,"95618, 95617, 95616",hourly,56.8,48.4,0,-78,0,,0,73,2.8,54,3,11.6,163,2.9
2021-01-14,14,1900,6,english,"95618, 95617, 95616",hourly,53.6,48.1,0,-79,0,,0,81,3,53.1,0,11.4,150,3.1
2021-01-14,14,2000,6,english,"95618, 95617, 95616",hourly,51.6,47.4,0,-79,0,,0,85,1.8,52.4,0,11.1,135,2.1
2021-01-14,14,2100,6,english,"95618, 95617, 95616",hourly,49.7,47.6,0,-78,0,,0,93,1.5,51.7,0,11.2,138,1.9
2021-01-14,14,2200,6,english,"95618, 95617, 95616",hourly,46.9,46.1,0,-77,0,,0,97,2,51,0,10.6,228,2.8
2021-01-14,14,2300,6,english,"95618, 95617, 95616",hourly,46.1,46,0,-77,0,,0,100,2.1,50.4,0,10.6,136,2.2
2021-01-14,14,2400,6,english,"95618, 95617, 95616",hourly,45.5,45.4,0,-77,0,,0,100,0.9,50,0,10.3,245,1.3
2021-01-15,15,0100,6,english,"95618, 95617, 95616",hourly,43.3,43.2,0,-38,0,,0,100,0.8,49.6,0,9.5,324,1.5
2021-01-15,15,0200,6,english,"95618, 95617, 95616",hourly,44.1,44,0,-38,0,,0,100,1,49.3,0,9.8,51,1.1
2021-01-15,15,0300,6,english,"95618, 95617, 95616",hourly,45.3,45.3,0,-38,0,,0,100,0.7,49.2,0,10.3,343,1.5
2021-01-15,15,0400,6,english,"95618, 95617, 95616",hourly,44.6,44.6,0,-38,0,,0,100,1.3,49.3,0,10,17,1.5
2021-01-15,15,0500,6,english,"95618, 95617, 95616",hourly,43.2,43.2,0,-38,0,,0,100,1.9,49.2,0,9.5,293,2.2
2021-01-15,15,0600,6,english,"95618, 95617, 95616",hourly,42.5,42.4,0,-39,0,,0,100,0.6,49.1,0,9.2,194,1.8
2021-01-15,15,0700,6,english,"95618, 95617, 95616",hourly,42.7,42.6,0,-39,0,,0,100,0.9,49,0,9.3,283,2
2021-01-15,15,0800,6,english,"95618, 95617, 95616",hourly,42.3,42.2,0,-26,0,,0,100,1.7,48.9,20,9.1,319,2.1
2021-01-15,15,0900,6,english,"95618, 95617, 95616",hourly,43.1,43,0,14,0,,0,100,3.2,48.8,121,9.4,21,3.5
2021-01-15,15,1000,6,english,"95618, 95617, 95616",hourly,44.6,44.5,0,89,0,,0,100,4.8,49,262,10,13,5
2021-01-15,15,1100,6,english,"95618, 95617, 95616",hourly,46.9,46.8,0,166,0,,0,100,3.1,49.4,394,10.9,24,3.7
2021-01-15,15,1200,6,english,"95618, 95617, 95616",hourly,50.1,50,0.01,447,0.01,,0,100,1.3,50.1,843,12.3,33,2.9
2021-01-15,15,1300,6,english,"95618, 95617, 95616",hourly,54.9,53.6,0.01,424,0.01,,0,95,1.2,51.3,803,14,285,3.2
2021-01-15,15,1400,6,english,"95618, 95617, 95616",hourly,59.7,51.9,0.01,488,0.01,,0,75,5,52.4,933,13.2,352,5.5
2021-01-15,15,1500,6,english,"95618, 95617, 95616",hourly,62,50.2,0.01,199,0.01,,0,65,6.4,53.4,461,12.4,355,6.7
2021-01-15,15,1600,6,english,"95618, 95617, 95616",hourly,61.6,50.3,0,153,0.01,,0,66,7.6,53.7,402,12.4,352,7.8
2021-01-15,15,1700,6,english,"95618, 95617, 95616",hourly,60.7,49.3,0,14,0,,0,66,6.6,53.6,135,12,360,6.8
2021-01-15,15,1800,6,english,"95618, 95617, 95616",hourly,58.4,49.2,0,-70,0,,0,71,4.9,53.2,2,11.9,16,5
2021-01-15,15,1900,6,english,"95618, 95617, 95616",hourly,57.7,48.8,0,-72,0,,0,72,4.9,52.7,0,11.7,1,5
2021-01-15,15,2000,6,english,"95618, 95617, 95616",hourly,56,49.1,0,-71,0,,0,77,2.7,52.4,0,11.9,356,3.5
2021-01-15,15,2100,6,english,"95618, 95617, 95616",hourly,54.8,49.5,0,-70,0,,0,82,2.5,52.1,0,12.1,311,2.9
2021-01-15,15,2200,6,english,"95618, 95617, 95616",hourly,54.8,49.8,0,-70,0,,0,83,3.3,51.9,0,12.2,312,3.6
2021-01-15,15,2300,6,english,"95618, 95617, 95616",hourly,53.3,49.4,0,-70,0,,0,86,2.4,51.7,0,12,268,2.5
2021-01-15,15,2400,6,english,"95618, 95617, 95616",hourly,53.9,48.5,0,-71,0,,0,82,5.1,51.4,0,11.6,343,5.2
2021-01-16,16,0100,6,english,"95618, 95617, 95616",hourly,55.7,45.9,0,-82,0,,0,69,8.4,51.1,0,10.5,352,8.5
2021-01-16,16,0200,6,english,"95618, 95617, 95616",hourly,53,45.1,0,-81,0,,0,74,2.5,51,0,10.2,293,3.3
2021-01-16,16,0300,6,english,"95618, 95617, 95616",hourly,48.6,44.4,0,-79,0,,0,85,1.6,50.8,0,9.9,218,2.2
2021-01-16,16,0400,6,english,"95618, 95617, 95616",hourly,46.1,44.1,0,-78,0,,0,93,0.9,50.3,0,9.8,248,2.1
2021-01-16,16,0500,6,english,"95618, 95617, 95616",hourly,45.5,44.2,0,-78,0,,0,95,0.2,49.9,0,9.9,276,1.3
2021-01-16,16,0600,6,english,"95618, 95617, 95616",hourly,43.9,43.1,0,-78,0,,0,97,1.4,49.4,0,9.5,235,2.2
2021-01-16,16,0700,6,english,"95618, 95617, 95616",hourly,43.2,43,0,-78,0,,0,99,0.1,49,0,9.4,188,1.2
2021-01-16,16,0800,6,english,"95618, 95617, 95616",hourly,42.9,42.4,0,-45,0,,0,98,0.7,48.7,54,9.2,225,1.5
2021-01-16,16,0900,6,english,"95618, 95617, 95616",hourly,48.7,45.6,0,89,0,,0,89,0.7,48.5,306,10.4,252,1.6
2021-01-16,16,1000,6,english,"95618, 95617, 95616",hourly,56.5,45.1,0.01,257,0.01,,0,66,3.5,48.8,581,10.2,342,3.9
2021-01-16,16,1100,6,english,"95618, 95617, 95616",hourly,61.6,44.5,0.01,399,0.01,,0,53,6.9,49.6,796,10,1,7
2021-01-16,16,1200,6,english,"95618, 95617, 95616",hourly,65.8,44.2,0.01,510,0.01,,0,46,9,50.7,969,9.9,356,9.2
2021-01-16,16,1300,6,english,"95618, 95617, 95616",hourly,68.6,44.1,0.01,527,0.01,,0,41,8.6,51.8,995,9.8,356,8.8
2021-01-16,16,1400,6,english,"95618, 95617, 95616",hourly,70.2,43.2,0.01,465,0.02,,0,38,9.6,52.9,904,9.5,358,9.9
2021-01-16,16,1500,6,english,"95618, 95617, 95616",hourly,71.6,43.1,0.01,320,0.01,,0,36,9,53.8,678,9.5,355,9.3
2021-01-16,16,1600,6,english,"95618, 95617, 95616",hourly,72,43.7,0.01,150,0.01,,0,36,6.9,54.3,405,9.7,357,7.1
2021-01-16,16,1700,6,english,"95618, 95617, 95616",hourly,71.4,43.4,0,19,0,,0,36,4.2,54.5,158,9.6,350,4.3
2021-01-16,16,1800,6,english,"95618, 95617, 95616",hourly,65.9,44.8,0,-76,0,,0,46,1.8,54.1,4,10.1,66,2.9
2021-01-16,16,1900,6,english,"95618, 95617, 95616",hourly,61.2,46.2,0,-75,0,,0,58,1.2,53.5,0,10.6,189,2.2
2021-01-16,16,2000,6,english,"95618, 95617, 95616",hourly,57.9,45.6,0,-74,0,,0,63,1.1,52.8,0,10.4,154,2.4
2021-01-16,16,2100,6,english,"95618, 95617, 95616",hourly,53.5,45.4,0,-72,0,,0,74,2,52.3,0,10.3,249,2.3
2021-01-16,16,2200,6,english,"95618, 95617, 95616",hourly,53.1,45.1,0,-72,0,,0,74,0.4,51.7,0,10.2,151,2.3
2021-01-16,16,2300,6,english,"95618, 95617, 95616",hourly,51.5,44.6,0,-72,0,,0,77,0.2,51.2,0,10,158,2.2
